-9.967041 7.512817 -2.520142
4.922485 6.882324 9.183350
4.603882 0.772095 6.767578
9.921875 -6.878662 7.285767
-1.740112 0.666504 -9.739990
-7.371216 -2.698364 2.272339
-2.584229 -9.248657 -2.360229
-3.291016 9.038696 7.218628
5.830078 4.556274 -7.343750
1.647339 6.431885 -8.088989
0.651245 -5.136108 -6.973267
-0.167236 -5.573120 -1.079712
-9.315186 -0.547485 -8.423462
-1.922607 5.494385 5.872803
-3.314209 -1.098022 6.793823
-6.021118 6.394043 -2.422485
-2.281494 9.294434 9.338379
2.576294 -0.300903 -3.005981
-8.392944 0.802612 6.522217
2.209473 8.320923 5.341797
-6.406250 4.749756 -8.023682
-7.069702 -1.982422 1.358643
-1.828003 9.281006 -4.877319
-1.362915 -0.657959 -9.612427
7.059326 9.755859 7.117920
-2.076416 9.088745 -1.921997
-6.043701 -3.127441 9.197388
0.827637 -5.355835 -6.488647
6.653442 -4.085693 -1.689453
1.864624 5.132446 5.053101
-8.422241 -3.233643 6.042480
-3.703003 3.463135 1.644287
-2.333984 -0.894165 -7.334595
9.155884 5.747070 -4.918213
7.865601 2.805176 1.153564
-2.506104 1.648560 -2.344360
-9.772339 2.715454 8.694458
8.273315 3.461914 6.699829
8.844604 2.019043 8.117065
9.625854 5.677490 5.819702
0.416260 1.822510 1.221924
4.539185 2.924194 -5.882568
-2.579346 -0.922852 2.757568
5.717163 4.982300 2.318115
-3.764648 -7.243042 -9.761353
1.057129 -4.404297 -9.364624
0.635376 2.029419 3.419189
-6.734009 -0.519409 -9.837036
-9.640503 2.366333 -9.422607
-2.814331 1.829834 9.912109
3.361206 8.706665 9.252319
6.878662 -0.828247 7.902832
-8.491211 1.398926 9.284668
3.925781 2.205200 -0.541382
5.322876 3.167114 8.388062
-8.743896 -7.322998 -8.503418
-3.671875 -3.648071 7.558594
5.599976 9.995728 -9.268799
8.311768 1.550903 -2.135010
8.905640 1.606445 -1.276245
-6.344604 4.179688 -5.860596
7.192383 6.646729 0.205688
-9.529419 -3.273926 7.191772
-3.045654 7.613525 -4.488525
3.043213 4.221191 7.011719
-3.271484 -7.866821 5.799561
-5.478516 1.100464 7.416992
7.442017 9.025269 -6.451416
-0.584717 -8.262939 -9.689941
2.070312 -7.923584 -6.978760
6.818237 -3.030396 -2.416992
-4.539795 -6.083984 -1.434326
5.729370 7.415161 3.287964
-8.498535 -6.505737 -4.776611
-5.907593 -6.220093 -9.566040
9.522705 6.500244 -1.350098
5.522461 7.232056 8.237305
-2.528076 -8.944092 2.329102
-5.233154 1.680908 9.261475
8.534546 -6.278076 -8.019409
-2.781982 7.043457 -5.773926
-7.114258 -4.272461 2.412109
-8.280640 0.742188 -2.246094
-0.258789 8.917847 3.347778
2.060547 6.268921 3.530884
-0.697021 7.663574 -9.495850
3.362427 -4.792480 -5.267944
2.023926 -0.583496 8.837891
7.562256 5.060425 -2.360229
-3.572998 5.241699 9.000244
-0.079346 -7.834473 -4.362183
8.925781 -5.032349 -1.940918
-1.672363 -0.682983 9.702759
-7.738647 -7.898560 -5.954590
1.778564 -5.991821 -7.337036
-4.220581 3.863525 -6.723633
-3.858032 7.932129 0.298462
3.298950 -5.936279 -7.731323
6.773682 4.051514 -4.622803
5.308228 -6.374512 -5.156860
1.189575 -3.366089 3.402100
4.133301 7.809448 2.247314
3.305664 -5.299072 3.747559
-3.917847 3.143921 -7.711182
-3.723145 -7.188110 -0.584717
-4.149780 -6.804810 5.068359
-3.850708 -2.478027 -4.593506
8.198242 3.134766 -9.549561
5.944214 -4.312744 2.150269
-7.409668 -8.930664 -1.628418
1.829834 4.609375 -0.938110
-9.437256 -8.211060 -9.981689
-7.667847 -3.787842 -3.372192
-4.351807 -1.523438 -1.760254
0.447388 0.614014 -4.091187
4.152222 2.495728 -8.132935
-0.321045 -8.925781 -5.426025
-5.514526 3.117676 3.319092
0.820923 -5.189819 0.925903
5.623169 -9.487915 4.556274
9.330444 5.172729 4.484863
4.031982 8.942871 5.536499
5.828247 -7.421265 5.928345
5.649414 -4.553833 4.364014
-2.870483 6.947021 3.140259
-2.347412 -5.246582 1.801147
-5.185547 -4.322510 -3.740845
6.360474 6.445923 7.238770
-4.937744 -9.063721 5.431519
5.152588 -2.315063 -8.952637
9.949341 -9.322510 2.978516
-7.741089 6.947021 2.041016
9.040527 -8.067627 -0.608521
-4.801025 3.448486 -8.986816
3.399048 -5.066528 2.445068
-1.013794 5.876465 4.443970
-5.310059 5.119019 3.290405
-8.475342 -4.793091 -0.884399
-7.799683 -0.521851 5.150146
-5.683594 -7.832642 0.877686
3.023071 -3.446045 -8.320923
2.305908 2.955322 -8.195801
-2.302246 -1.807251 5.686646
-4.249268 -0.523071
